Date,Day,Time,Hour,Route,Bus No,Student_ID,Attendance
09-10-2025,Thursday,16:54,16,University,B-202,S2417,Present
09-10-2025,Thursday,16:37,16,University,B-202,S2011,Present
09-10-2025,Thursday,17:07,17,City Center,B-102,S2535,Present
09-10-2025,Thursday,16:30,16,University,B-202,S2380,Present
09-10-2025,Thursday,16:49,16,City Center,B-101,S2235,Present
09-10-2025,Thursday,17:08,17,City Center,B-101,S2425,Present
09-10-2025,Thursday,16:31,16,Express Dc,B-401,S2028,Present
09-10-2025,Thursday,17:13,17,City Center,B-102,S2168,Present
09-10-2025,Thursday,16:42,16,City Center,B-101,S2353,Present
09-10-2025,Thursday,16:42,16,University,B-202,S2342,Present
09-10-2025,Thursday,16:40,16,South Suburb,B-303,S2589,Present
09-10-2025,Thursday,17:06,17,University,B-202,S2336,Present
09-10-2025,Thursday,16:58,16,City Center,B-102,S2352,Present
10-10-2025,Friday,09:11,9,City Center,B-102,S2049,Present
10-10-2025,Friday,08:52,8,University,B-202,S2062,Present
10-10-2025,Friday,09:01,9,City Center,B-101,S2147,Present
10-10-2025,Friday,08:38,8,Express Dc,B-401,S2265,Present
10-10-2025,Friday,08:55,8,City Center,B-102,S2481,Present
10-10-2025,Friday,08:43,8,South Suburb,B-303,S2490,Present
10-10-2025,Friday,09:07,9,South Suburb,B-303,S2355,Absent
10-10-2025,Friday,08:38,8,South Suburb,B-303,S2342,Present
10-10-2025,Friday,08:49,8,South Suburb,B-303,S2404,Present
10-10-2025,Friday,08:31,8,Express Dc,B-401,S2020,Present
10-10-2025,Friday,08:49,8,Express Dc,B-401,S2181,Present
10-10-2025,Friday,17:08,17,University,B-202,S2393,Present
10-10-2025,Friday,16:33,16,University,B-202,S2412,Present
10-10-2025,Friday,16:46,16,City Center,B-101,S2268,Present
10-10-2025,Friday,16:41,16,South Suburb,B-303,S2104,Present
10-10-2025,Friday,16:58,16,City Center,B-102,S2299,Present
10-10-2025,Friday,16:32,16,University,B-202,S2064,Present
10-10-2025,Friday,16:48,16,South Suburb,B-303,S2160,Present
10-10-2025,Friday,17:00,17,City Center,B-101,S2154,Present
10-10-2025,Friday,16:51,16,University,B-202,S2503,Present
10-10-2025,Friday,16:49,16,University,B-202,S2229,Present
10-10-2025,Friday,16:31,16,South Suburb,B-303,S2367,Present
10-10-2025,Friday,17:03,17,University,B-202,S2570,Present
10-10-2025,Friday,16:53,16,City Center,B-101,S2278,Present
10-10-2025,Friday,16:36,16,City Center,B-102,S2477,Present
10-10-2025,Friday,17:08,17,South Suburb,B-303,S2552,Present
13-10-2025,Monday,09:01,9,University,B-202,S2201,Present
13-10-2025,Monday,08:54,8,Express Dc,B-401,S2416,Present
13-10-2025,Monday,09:04,9,City Center,B-101,S2282,Present
13-10-2025,Monday,08:44,8,City Center,B-101,S2293,Present
13-10-2025,Monday,08:59,8,Express Dc,B-401,S2267,Present
13-10-2025,Monday,08:54,8,University,B-202,S2053,Present
13-10-2025,Monday,09:05,9,South Suburb,B-303,S2435,Present
13-10-2025,Monday,08:48,8,University,B-202,S2081,Present
13-10-2025,Monday,08:40,8,City Center,B-102,S2098,Present
13-10-2025,Monday,08:31,8,City Center,B-102,S2435,Present
13-10-2025,Monday,16:52,16,University,B-202,S2563,Present
13-10-2025,Monday,16:36,16,City Center,B-102,S2392,Present
13-10-2025,Monday,16:39,16,South Suburb,B-303,S2234,Present
13-10-2025,Monday,16:36,16,City Center,B-102,S2368,Present
13-10-2025,Monday,17:14,17,University,B-202,S2112,Absent
13-10-2025,Monday,16:53,16,City Center,B-102,S2265,Present
13-10-2025,Monday,16:54,16,City Center,B-101,S2118,Present
13-10-2025,Monday,16:34,16,University,B-202,S2378,Present
13-10-2025,Monday,16:30,16,University,B-202,S2278,Present
13-10-2025,Monday,17:15,17,South Suburb,B-303,S2544,Present
14-10-2025,Tuesday,08:33,8,City Center,B-101,S2172,Present
14-10-2025,Tuesday,08:56,8,City Center,B-101,S2203,Present
14-10-2025,Tuesday,09:15,9,City Center,B-101,S2092,Present
14-10-2025,Tuesday,08:42,8,South Suburb,B-303,S2090,Absent
14-10-2025,Tuesday,09:06,9,City Center,B-102,S2489,Present
14-10-2025,Tuesday,09:10,9,City Center,B-101,S2291,Present
14-10-2025,Tuesday,09:05,9,Express Dc,B-401,S2564,Present
14-10-2025,Tuesday,08:36,8,City Center,B-101,S2119,Present
14-10-2025,Tuesday,08:50,8,Express Dc,B-401,S2039,Present
14-10-2025,Tuesday,09:03,9,City Center,B-102,S2144,Absent
14-10-2025,Tuesday,09:09,9,University,B-202,S2595,Present
14-10-2025,Tuesday,09:08,9,City Center,B-101,S2120,Present
14-10-2025,Tuesday,09:11,9,South Suburb,B-303,S2391,Present
14-10-2025,Tuesday,08:48,8,Express Dc,B-401,S2308,Present
14-10-2025,Tuesday,08:31,8,South Suburb,B-303,S2067,Present
14-10-2025,Tuesday,12:27,12,Express Dc,B-401,S2128,Present
14-10-2025,Tuesday,16:31,16,South Suburb,B-303,S2253,Present
14-10-2025,Tuesday,16:38,16,University,B-202,S2157,Present
14-10-2025,Tuesday,16:36,16,City Center,B-101,S2194,Present
14-10-2025,Tuesday,17:03,17,City Center,B-102,S2148,Present
14-10-2025,Tuesday,17:13,17,City Center,B-101,S2439,Present
14-10-2025,Tuesday,17:07,17,South Suburb,B-303,S2464,Present
14-10-2025,Tuesday,16:44,16,University,B-202,S2328,Present
14-10-2025,Tuesday,16:40,16,University,B-202,S2249,Present
14-10-2025,Tuesday,16:48,16,Express Dc,B-401,S2417,Present
14-10-2025,Tuesday,16:34,16,Express Dc,B-401,S2170,Present
14-10-2025,Tuesday,16:59,16,University,B-202,S2194,Present
15-10-2025,Wednesday,09:09,9,City Center,B-101,S2396,Present
15-10-2025,Wednesday,09:00,9,City Center,B-102,S2559,Present
15-10-2025,Wednesday,09:05,9,City Center,B-101,S2555,Present
15-10-2025,Wednesday,08:35,8,City Center,B-102,S2392,Present
15-10-2025,Wednesday,08:45,8,University,B-202,S2134,Absent
15-10-2025,Wednesday,08:59,8,University,B-202,S2099,Present
15-10-2025,Wednesday,09:11,9,University,B-202,S2205,Present
15-10-2025,Wednesday,08:55,8,City Center,B-102,S2405,Absent
15-10-2025,Wednesday,08:36,8,University,B-202,S2214,Present
15-10-2025,Wednesday,08:42,8,City Center,B-102,S2014,Present
15-10-2025,Wednesday,09:12,9,City Center,B-101,S2346,Present
15-10-2025,Wednesday,08:41,8,Express Dc,B-401,S2254,Present
15-10-2025,Wednesday,13:34,13,University,B-202,S2412,Present
15-10-2025,Wednesday,16:32,16,Express Dc,B-401,S2063,Present
15-10-2025,Wednesday,17:00,17,University,B-202,S2250,Present
15-10-2025,Wednesday,16:35,16,South Suburb,B-303,S2265,Present
15-10-2025,Wednesday,16:33,16,City Center,B-102,S2109,Present
15-10-2025,Wednesday,16:30,16,University,B-202,S2372,Present
15-10-2025,Wednesday,16:55,16,University,B-202,S2136,Present
15-10-2025,Wednesday,16:49,16,South Suburb,B-303,S2117,Present
15-10-2025,Wednesday,17:15,17,University,B-202,S2285,Present
15-10-2025,Wednesday,17:02,17,City Center,B-101,S2360,Present
15-10-2025,Wednesday,16:57,16,City Center,B-102,S2069,Present
15-10-2025,Wednesday,17:01,17,Express Dc,B-401,S2415,Present
15-10-2025,Wednesday,16:31,16,University,B-202,S2210,Present
15-10-2025,Wednesday,16:39,16,City Center,B-101,S2262,Present
15-10-2025,Wednesday,16:31,16,City Center,B-101,S2111,Present
16-10-2025,Thursday,08:34,8,South Suburb,B-303,S2159,Present
16-10-2025,Thursday,08:57,8,South Suburb,B-303,S2455,Present
16-10-2025,Thursday,09:11,9,University,B-202,S2175,Present
16-10-2025,Thursday,08:37,8,South Suburb,B-303,S2095,Absent
16-10-2025,Thursday,09:13,9,University,B-202,S2568,Present
16-10-2025,Thursday,08:54,8,City Center,B-102,S2482,Present
16-10-2025,Thursday,09:11,9,City Center,B-101,S2421,Present
16-10-2025,Thursday,09:02,9,City Center,B-101,S2423,Present
16-10-2025,Thursday,08:42,8,City Center,B-102,S2553,Present
16-10-2025,Thursday,08:36,8,Express Dc,B-401,S2530,Present
16-10-2025,Thursday,16:46,16,University,B-202,S2345,Present
16-10-2025,Thursday,17:12,17,City Center,B-101,S2182,Present
16-10-2025,Thursday,16:39,16,City Center,B-102,S2433,Present
16-10-2025,Thursday,17:10,17,City Center,B-102,S2046,Present
16-10-2025,Thursday,16:44,16,City Center,B-102,S2013,Present
16-10-2025,Thursday,16:36,16,City Center,B-101,S2267,Present
16-10-2025,Thursday,17:13,17,Express Dc,B-401,S2538,Present
16-10-2025,Thursday,16:47,16,Express Dc,B-401,S2167,Present
16-10-2025,Thursday,16:35,16,University,B-202,S2155,Present
16-10-2025,Thursday,16:31,16,South Suburb,B-303,S2339,Absent
16-10-2025,Thursday,17:05,17,Express Dc,B-401,S2421,Present
16-10-2025,Thursday,16:34,16,University,B-202,S2168,Present
16-10-2025,Thursday,16:51,16,City Center,B-101,S2539,Present
17-10-2025,Friday,09:08,9,City Center,B-101,S2256,Present
17-10-2025,Friday,08:30,8,University,B-202,S2457,Present
17-10-2025,Friday,09:08,9,City Center,B-102,S2206,Present
17-10-2025,Friday,08:49,8,South Suburb,B-303,S2160,Present
17-10-2025,Friday,09:11,9,City Center,B-101,S2368,Present
17-10-2025,Friday,08:45,8,City Center,B-101,S2191,Present
17-10-2025,Friday,08:53,8,City Center,B-102,S2055,Present
17-10-2025,Friday,09:07,9,City Center,B-101,S2369,Present
17-10-2025,Friday,08:32,8,City Center,B-102,S2085,Present
17-10-2025,Friday,08:53,8,City Center,B-102,S2568,Present
17-10-2025,Friday,09:10,9,University,B-202,S2387,Present
17-10-2025,Friday,08:38,8,City Center,B-101,S2381,Present
17-10-2025,Friday,16:54,16,University,B-202,S2425,Present
17-10-2025,Friday,16:42,16,City Center,B-102,S2317,Present
17-10-2025,Friday,16:35,16,Express Dc,B-401,S2539,Present
17-10-2025,Friday,17:09,17,Express Dc,B-401,S2361,Present
17-10-2025,Friday,17:10,17,City Center,B-102,S2190,Present
17-10-2025,Friday,16:34,16,City Center,B-101,S2397,Present
17-10-2025,Friday,16:51,16,University,B-202,S2228,Present
17-10-2025,Friday,17:11,17,University,B-202,S2463,Present
17-10-2025,Friday,17:05,17,South Suburb,B-303,S2063,Present
17-10-2025,Friday,16:39,16,University,B-202,S2169,Present
17-10-2025,Friday,17:11,17,City Center,B-101,S2288,Present
17-10-2025,Friday,16:58,16,City Center,B-101,S2302,Present
17-10-2025,Friday,16:50,16,South Suburb,B-303,S2085,Present
17-10-2025,Friday,16:50,16,City Center,B-102,S2337,Present
20-10-2025,Monday,09:00,9,South Suburb,B-303,S2557,Present
20-10-2025,Monday,08:56,8,South Suburb,B-303,S2218,Present
20-10-2025,Monday,08:49,8,Express Dc,B-401,S2081,Present
20-10-2025,Monday,08:59,8,City Center,B-102,S2310,Present
20-10-2025,Monday,09:13,9,City Center,B-101,S2214,Present
20-10-2025,Monday,08:38,8,South Suburb,B-303,S2569,Present
20-10-2025,Monday,09:01,9,City Center,B-102,S2107,Absent
20-10-2025,Monday,08:34,8,South Suburb,B-303,S2275,Present
20-10-2025,Monday,08:41,8,City Center,B-102,S2244,Present
20-10-2025,Monday,09:14,9,City Center,B-102,S2108,Present
20-10-2025,Monday,09:06,9,University,B-202,S2580,Present
20-10-2025,Monday,08:44,8,City Center,B-102,S2257,Present
20-10-2025,Monday,13:39,13,Express Dc,B-401,S2046,Present
20-10-2025,Monday,17:04,17,City Center,B-102,S2575,Present
20-10-2025,Monday,16:38,16,University,B-202,S2344,Present
20-10-2025,Monday,17:15,17,University,B-202,S2474,Present
20-10-2025,Monday,16:38,16,Express Dc,B-401,S2486,Present
20-10-2025,Monday,16:38,16,City Center,B-101,S2257,Present
20-10-2025,Monday,16:58,16,City Center,B-102,S2324,Present
20-10-2025,Monday,17:01,17,University,B-202,S2404,Present
20-10-2025,Monday,16:33,16,University,B-202,S2409,Present
20-10-2025,Monday,16:43,16,University,B-202,S2439,Absent
20-10-2025,Monday,17:04,17,University,B-202,S2365,Present
20-10-2025,Monday,17:04,17,University,B-202,S2076,Present
21-10-2025,Tuesday,08:44,8,University,B-202,S2307,Absent
21-10-2025,Tuesday,08:41,8,City Center,B-102,S2118,Present
21-10-2025,Tuesday,09:00,9,University,B-202,S2104,Present
21-10-2025,Tuesday,09:13,9,University,B-202,S2517,Present
21-10-2025,Tuesday,08:53,8,City Center,B-102,S2578,Present
21-10-2025,Tuesday,09:09,9,City Center,B-102,S2097,Absent
21-10-2025,Tuesday,09:06,9,University,B-202,S2132,Present
21-10-2025,Tuesday,09:01,9,South Suburb,B-303,S2292,Present
21-10-2025,Tuesday,09:00,9,University,B-202,S2182,Present
21-10-2025,Tuesday,09:09,9,City Center,B-101,S2394,Present
21-10-2025,Tuesday,08:49,8,City Center,B-102,S2071,Present
21-10-2025,Tuesday,13:48,13,University,B-202,S2429,Present
21-10-2025,Tuesday,16:48,16,University,B-202,S2523,Present
21-10-2025,Tuesday,16:41,16,University,B-202,S2201,Present
21-10-2025,Tuesday,16:57,16,Express Dc,B-401,S2316,Absent
21-10-2025,Tuesday,16:43,16,City Center,B-101,S2276,Present
21-10-2025,Tuesday,16:38,16,South Suburb,B-303,S2508,Present
21-10-2025,Tuesday,17:00,17,City Center,B-101,S2057,Present
21-10-2025,Tuesday,16:34,16,Express Dc,B-401,S2591,Present
21-10-2025,Tuesday,16:30,16,University,B-202,S2082,Present
21-10-2025,Tuesday,16:52,16,South Suburb,B-303,S2205,Present
21-10-2025,Tuesday,16:30,16,City Center,B-102,S2190,Present
21-10-2025,Tuesday,16:54,16,University,B-202,S2511,Present
22-10-2025,Wednesday,08:46,8,University,B-202,S2318,Absent
22-10-2025,Wednesday,09:07,9,University,B-202,S2417,Present
22-10-2025,Wednesday,09:07,9,City Center,B-101,S2284,Present
22-10-2025,Wednesday,09:04,9,City Center,B-101,S2422,Present
22-10-2025,Wednesday,08:53,8,South Suburb,B-303,S2044,Present
22-10-2025,Wednesday,09:14,9,South Suburb,B-303,S2473,Present
22-10-2025,Wednesday,08:33,8,South Suburb,B-303,S2329,Present
22-10-2025,Wednesday,09:04,9,University,B-202,S2288,Present
22-10-2025,Wednesday,09:03,9,South Suburb,B-303,S2190,Present
22-10-2025,Wednesday,08:43,8,South Suburb,B-303,S2497,Present
22-10-2025,Wednesday,08:48,8,University,B-202,S2048,Present
22-10-2025,Wednesday,09:10,9,South Suburb,B-303,S2561,Present
22-10-2025,Wednesday,09:03,9,City Center,B-102,S2584,Present
22-10-2025,Wednesday,08:45,8,City Center,B-101,S2475,Present
22-10-2025,Wednesday,08:38,8,Express Dc,B-401,S2094,Present
22-10-2025,Wednesday,16:46,16,University,B-202,S2458,Present
22-10-2025,Wednesday,16:46,16,City Center,B-102,S2161,Present
22-10-2025,Wednesday,16:56,16,Express Dc,B-401,S2346,Present
22-10-2025,Wednesday,16:43,16,Express Dc,B-401,S2334,Present
22-10-2025,Wednesday,16:43,16,University,B-202,S2166,Present
22-10-2025,Wednesday,17:04,17,University,B-202,S2025,Present
22-10-2025,Wednesday,16:57,16,City Center,B-102,S2364,Present
22-10-2025,Wednesday,16:35,16,City Center,B-101,S2344,Present
22-10-2025,Wednesday,16:52,16,City Center,B-101,S2242,Present
22-10-2025,Wednesday,16:50,16,University,B-202,S2271,Present
22-10-2025,Wednesday,16:30,16,University,B-202,S2152,Present
22-10-2025,Wednesday,16:57,16,City Center,B-101,S2509,Present
22-10-2025,Wednesday,17:08,17,South Suburb,B-303,S2318,Present
22-10-2025,Wednesday,16:43,16,City Center,B-102,S2208,Present
23-10-2025,Thursday,08:40,8,University,B-202,S2041,Present
23-10-2025,Thursday,09:03,9,University,B-202,S2549,Present
23-10-2025,Thursday,08:48,8,University,B-202,S2306,Present
23-10-2025,Thursday,09:02,9,South Suburb,B-303,S2017,Absent
23-10-2025,Thursday,08:46,8,University,B-202,S2331,Present
23-10-2025,Thursday,08:53,8,Express Dc,B-401,S2413,Present
23-10-2025,Thursday,09:06,9,South Suburb,B-303,S2461,Present
23-10-2025,Thursday,08:53,8,University,B-202,S2298,Present
23-10-2025,Thursday,08:49,8,City Center,B-101,S2076,Present
23-10-2025,Thursday,08:52,8,South Suburb,B-303,S2405,Present
23-10-2025,Thursday,08:54,8,City Center,B-102,S2018,Present
23-10-2025,Thursday,08:34,8,City Center,B-101,S2310,Present
23-10-2025,Thursday,08:34,8,Express Dc,B-401,S2076,Present
23-10-2025,Thursday,08:32,8,South Suburb,B-303,S2577,Present
23-10-2025,Thursday,16:49,16,City Center,B-102,S2087,Present
23-10-2025,Thursday,17:00,17,South Suburb,B-303,S2084,Present
23-10-2025,Thursday,16:56,16,City Center,B-102,S2201,Present
23-10-2025,Thursday,16:49,16,University,B-202,S2302,Present
23-10-2025,Thursday,17:06,17,University,B-202,S2243,Present
23-10-2025,Thursday,16:43,16,City Center,B-102,S2019,Present
23-10-2025,Thursday,16:41,16,City Center,B-101,S2292,Absent
23-10-2025,Thursday,16:56,16,City Center,B-102,S2582,Present
23-10-2025,Thursday,17:03,17,City Center,B-101,S2594,Present
23-10-2025,Thursday,16:37,16,University,B-202,S2290,Present
23-10-2025,Thursday,16:57,16,City Center,B-102,S2380,Present
23-10-2025,Thursday,16:39,16,South Suburb,B-303,S2437,Present
23-10-2025,Thursday,16:53,16,City Center,B-102,S2543,Present
23-10-2025,Thursday,16:48,16,University,B-202,S2102,Present
23-10-2025,Thursday,17:15,17,University,B-202,S2270,Present
24-10-2025,Friday,09:06,9,City Center,B-102,S2026,Absent
24-10-2025,Friday,09:00,9,University,B-202,S2444,Present
24-10-2025,Friday,08:41,8,City Center,B-102,S2244,Present
24-10-2025,Friday,09:06,9,South Suburb,B-303,S2184,Present
24-10-2025,Friday,08:55,8,University,B-202,S2540,Present
24-10-2025,Friday,08:37,8,University,B-202,S2322,Present
24-10-2025,Friday,09:05,9,University,B-202,S2591,Present
24-10-2025,Friday,08:48,8,City Center,B-101,S2262,Present
24-10-2025,Friday,08:40,8,South Suburb,B-303,S2209,Present
24-10-2025,Friday,09:07,9,University,B-202,S2558,Present
24-10-2025,Friday,08:41,8,South Suburb,B-303,S2020,Present
24-10-2025,Friday,08:51,8,City Center,B-102,S2249,Present
24-10-2025,Friday,08:34,8,City Center,B-102,S2559,Present
24-10-2025,Friday,16:46,16,Express Dc,B-401,S2233,Present
24-10-2025,Friday,16:57,16,City Center,B-102,S2112,Present
24-10-2025,Friday,16:48,16,City Center,B-101,S2582,Present
24-10-2025,Friday,16:43,16,South Suburb,B-303,S2503,Present
24-10-2025,Friday,16:53,16,City Center,B-102,S2200,Absent
24-10-2025,Friday,16:55,16,South Suburb,B-303,S2161,Absent
24-10-2025,Friday,16:47,16,City Center,B-101,S2032,Present
24-10-2025,Friday,17:12,17,South Suburb,B-303,S2412,Present
24-10-2025,Friday,17:08,17,University,B-202,S2465,Present
24-10-2025,Friday,16:57,16,South Suburb,B-303,S2547,Present
24-10-2025,Friday,17:11,17,University,B-202,S2094,Present
24-10-2025,Friday,16:32,16,South Suburb,B-303,S2254,Present
24-10-2025,Friday,16:58,16,Express Dc,B-401,S2033,Absent
24-10-2025,Friday,17:02,17,City Center,B-101,S2077,Present
27-10-2025,Monday,09:15,9,South Suburb,B-303,S2577,Absent
27-10-2025,Monday,09:11,9,City Center,B-101,S2376,Present
27-10-2025,Monday,08:39,8,City Center,B-101,S2239,Present
27-10-2025,Monday,08:40,8,University,B-202,S2102,Present
27-10-2025,Monday,08:38,8,University,B-202,S2150,Present
27-10-2025,Monday,09:15,9,City Center,B-101,S2156,Present
27-10-2025,Monday,08:55,8,City Center,B-101,S2503,Present
27-10-2025,Monday,08:32,8,City Center,B-101,S2049,Absent
27-10-2025,Monday,09:11,9,City Center,B-101,S2207,Present
27-10-2025,Monday,08:47,8,City Center,B-102,S2329,Present
27-10-2025,Monday,08:44,8,University,B-202,S2201,Present
27-10-2025,Monday,08:30,8,Express Dc,B-401,S2410,Present
27-10-2025,Monday,08:51,8,South Suburb,B-303,S2355,Present
27-10-2025,Monday,08:50,8,Express Dc,B-401,S2453,Present
27-10-2025,Monday,09:14,9,South Suburb,B-303,S2381,Present
27-10-2025,Monday,17:14,17,City Center,B-102,S2153,Present
27-10-2025,Monday,16:39,16,University,B-202,S2471,Absent
27-10-2025,Monday,17:11,17,University,B-202,S2220,Present
27-10-2025,Monday,16:58,16,City Center,B-101,S2074,Present
27-10-2025,Monday,16:46,16,City Center,B-102,S2032,Present
27-10-2025,Monday,16:53,16,South Suburb,B-303,S2547,Present
27-10-2025,Monday,17:15,17,City Center,B-101,S2398,Present
27-10-2025,Monday,16:45,16,University,B-202,S2303,Present
27-10-2025,Monday,16:37,16,University,B-202,S2143,Present
27-10-2025,Monday,16:46,16,University,B-202,S2563,Present
27-10-2025,Monday,17:10,17,Express Dc,B-401,S2350,Present
27-10-2025,Monday,17:03,17,South Suburb,B-303,S2477,Present
28-10-2025,Tuesday,08:48,8,South Suburb,B-303,S2481,Present
28-10-2025,Tuesday,09:06,9,University,B-202,S2584,Present
28-10-2025,Tuesday,08:39,8,South Suburb,B-303,S2562,Present
28-10-2025,Tuesday,08:47,8,University,B-202,S2429,Present
28-10-2025,Tuesday,09:09,9,City Center,B-102,S2281,Present
28-10-2025,Tuesday,09:15,9,City Center,B-102,S2019,Present
28-10-2025,Tuesday,09:01,9,University,B-202,S2354,Present
28-10-2025,Tuesday,09:04,9,City Center,B-102,S2506,Present
28-10-2025,Tuesday,09:01,9,City Center,B-101,S2073,Present
28-10-2025,Tuesday,08:44,8,City Center,B-101,S2410,Present
28-10-2025,Tuesday,09:00,9,City Center,B-101,S2575,Present
28-10-2025,Tuesday,08:40,8,South Suburb,B-303,S2098,Absent
28-10-2025,Tuesday,08:37,8,University,B-202,S2476,Present
28-10-2025,Tuesday,09:09,9,City Center,B-102,S2589,Present
28-10-2025,Tuesday,09:02,9,South Suburb,B-303,S2369,Present
28-10-2025,Tuesday,16:44,16,South Suburb,B-303,S2034,Present
28-10-2025,Tuesday,16:51,16,Express Dc,B-401,S2183,Present
28-10-2025,Tuesday,16:55,16,University,B-202,S2476,Present
28-10-2025,Tuesday,17:10,17,University,B-202,S2196,Present
28-10-2025,Tuesday,16:43,16,Express Dc,B-401,S2116,Present
28-10-2025,Tuesday,16:43,16,University,B-202,S2399,Present
28-10-2025,Tuesday,16:44,16,South Suburb,B-303,S2576,Present
28-10-2025,Tuesday,16:45,16,University,B-202,S2102,Present
28-10-2025,Tuesday,16:59,16,South Suburb,B-303,S2356,Present
28-10-2025,Tuesday,17:06,17,City Center,B-102,S2442,Present
28-10-2025,Tuesday,16:41,16,City Center,B-101,S2085,Present
28-10-2025,Tuesday,16:55,16,City Center,B-101,S2534,Present
28-10-2025,Tuesday,17:03,17,City Center,B-102,S2136,Present
28-10-2025,Tuesday,16:47,16,University,B-202,S2364,Present
29-10-2025,Wednesday,09:00,9,University,B-202,S2362,Present
29-10-2025,Wednesday,09:15,9,South Suburb,B-303,S2067,Present
29-10-2025,Wednesday,08:39,8,City Center,B-101,S2286,Present
29-10-2025,Wednesday,08:53,8,South Suburb,B-303,S2041,Present
29-10-2025,Wednesday,09:03,9,University,B-202,S2370,Present
29-10-2025,Wednesday,08:40,8,City Center,B-102,S2295,Present
29-10-2025,Wednesday,08:41,8,City Center,B-101,S2019,Present
29-10-2025,Wednesday,08:57,8,University,B-202,S2587,Present
29-10-2025,Wednesday,08:58,8,University,B-202,S2248,Present
29-10-2025,Wednesday,08:47,8,University,B-202,S2574,Present
29-10-2025,Wednesday,08:43,8,Express Dc,B-401,S2285,Present
29-10-2025,Wednesday,08:51,8,South Suburb,B-303,S2505,Present
29-10-2025,Wednesday,08:47,8,South Suburb,B-303,S2459,Present
29-10-2025,Wednesday,16:48,16,University,B-202,S2305,Present
29-10-2025,Wednesday,17:09,17,University,B-202,S2015,Present
29-10-2025,Wednesday,16:34,16,City Center,B-102,S2338,Present
29-10-2025,Wednesday,17:06,17,City Center,B-102,S2175,Present
29-10-2025,Wednesday,17:13,17,City Center,B-101,S2169,Present
29-10-2025,Wednesday,16:32,16,City Center,B-101,S2563,Present
29-10-2025,Wednesday,17:07,17,City Center,B-101,S2355,Present
29-10-2025,Wednesday,17:15,17,University,B-202,S2464,Present
29-10-2025,Wednesday,16:38,16,City Center,B-101,S2084,Present
29-10-2025,Wednesday,17:09,17,City Center,B-101,S2286,Present
29-10-2025,Wednesday,16:58,16,South Suburb,B-303,S2171,Present
29-10-2025,Wednesday,16:51,16,University,B-202,S2196,Present
30-10-2025,Thursday,08:32,8,University,B-202,S2056,Present
30-10-2025,Thursday,08:58,8,City Center,B-101,S2094,Present
30-10-2025,Thursday,08:59,8,City Center,B-102,S2293,Present
30-10-2025,Thursday,08:53,8,City Center,B-102,S2379,Present
30-10-2025,Thursday,08:55,8,South Suburb,B-303,S2000,Present
30-10-2025,Thursday,08:39,8,South Suburb,B-303,S2495,Present
30-10-2025,Thursday,08:41,8,University,B-202,S2543,Present
30-10-2025,Thursday,08:49,8,University,B-202,S2422,Present
30-10-2025,Thursday,08:42,8,City Center,B-102,S2254,Present
30-10-2025,Thursday,08:59,8,City Center,B-102,S2488,Present
30-10-2025,Thursday,08:44,8,University,B-202,S2511,Present
30-10-2025,Thursday,09:02,9,South Suburb,B-303,S2381,Present
30-10-2025,Thursday,08:41,8,City Center,B-101,S2092,Present
30-10-2025,Thursday,09:12,9,City Center,B-102,S2369,Present
30-10-2025,Thursday,16:30,16,City Center,B-101,S2211,Absent
30-10-2025,Thursday,16:50,16,City Center,B-102,S2000,Present
30-10-2025,Thursday,17:02,17,City Center,B-102,S2596,Present
30-10-2025,Thursday,16:35,16,City Center,B-102,S2290,Present
30-10-2025,Thursday,16:41,16,South Suburb,B-303,S2121,Present
30-10-2025,Thursday,16:48,16,City Center,B-102,S2500,Present
30-10-2025,Thursday,16:59,16,Express Dc,B-401,S2151,Present
30-10-2025,Thursday,16:36,16,City Center,B-102,S2093,Present
30-10-2025,Thursday,17:05,17,City Center,B-102,S2486,Present
30-10-2025,Thursday,16:59,16,City Center,B-102,S2387,Present
30-10-2025,Thursday,16:44,16,City Center,B-101,S2565,Absent
30-10-2025,Thursday,17:04,17,City Center,B-101,S2475,Present
30-10-2025,Thursday,16:35,16,University,B-202,S2410,Present
30-10-2025,Thursday,16:44,16,City Center,B-102,S2469,Present
31-10-2025,Friday,08:35,8,University,B-202,S2245,Present
31-10-2025,Friday,09:01,9,South Suburb,B-303,S2152,Present
31-10-2025,Friday,08:38,8,City Center,B-102,S2552,Present
31-10-2025,Friday,08:49,8,City Center,B-102,S2288,Present
31-10-2025,Friday,09:13,9,South Suburb,B-303,S2080,Present
31-10-2025,Friday,08:33,8,University,B-202,S2375,Present
31-10-2025,Friday,08:56,8,University,B-202,S2210,Present
31-10-2025,Friday,09:13,9,City Center,B-102,S2228,Present
31-10-2025,Friday,09:11,9,South Suburb,B-303,S2445,Present
31-10-2025,Friday,08:45,8,South Suburb,B-303,S2597,Present
31-10-2025,Friday,08:54,8,City Center,B-101,S2494,Absent
31-10-2025,Friday,08:44,8,South Suburb,B-303,S2552,Present
31-10-2025,Friday,08:37,8,University,B-202,S2395,Present
31-10-2025,Friday,08:36,8,City Center,B-102,S2319,Present
31-10-2025,Friday,12:47,12,Express Dc,B-401,S2017,Present
31-10-2025,Friday,16:48,16,University,B-202,S2436,Present
31-10-2025,Friday,16:35,16,South Suburb,B-303,S2066,Present
31-10-2025,Friday,17:06,17,City Center,B-101,S2263,Present
31-10-2025,Friday,16:51,16,City Center,B-102,S2449,Present
